,hr,casual,registered,cnt
1356,19,4,115,119
1357,20,2,86,88
1358,21,8,55,63
1359,22,3,44,47
1360,23,2,23,25
1361,0,3,5,8
1362,1,0,4,4
1363,2,0,2,2
1364,3,3,1,4
1365,4,1,0,1
1366,5,0,5,5
1367,6,1,39,40
1368,7,2,108,110
1369,8,13,243,256
1370,9,7,141,148
1371,10,11,65,76
1372,11,8,65,73
1373,12,20,62,82
1374,13,35,90,125
1375,14,21,75,96
1376,15,19,91,110
1377,16,27,112,139
1378,17,30,238,268
1379,18,8,193,201
1380,19,6,144,150
1381,20,9,86,95
1382,21,3,68,71
1383,22,4,44,48
1384,23,0,22,22
1385,0,3,10,13
1386,1,0,1,1
1387,2,1,2,3
1388,3,0,1,1
1389,4,0,1,1
1390,5,1,7,8
1391,6,1,34,35
1392,7,1,110,111
1393,8,4,216,220
1394,9,10,135,145
1395,10,7,49,56
1396,11,10,40,50
1397,12,7,65,72
1398,13,13,67,80
1399,14,18,60,78
1400,15,6,62,68
1401,16,6,65,71
1402,17,17,185,202
1403,18,6,161,167
1404,19,5,101,106
1405,20,1,69,70
1406,21,3,48,51
1407,22,3,50,53
1408,23,0,23,23
1409,0,0,12,12
1410,1,0,4,4
1411,2,0,2,2
1412,3,0,1,1
1413,4,1,0,1
1414,5,0,7,7
1415,6,1,28,29
1416,7,0,83,83
1417,8,6,222,228
1418,9,12,138,150
1419,10,10,56,66
1420,11,16,73,89
1421,12,10,87,97
1422,13,13,74,87
1423,14,30,65,95
1424,15,31,75,106
1425,16,17,101,118
1426,17,22,206,228
1427,18,15,172,187
1428,19,5,102,107
1429,20,9,78,87
1430,21,6,64,70
1431,22,4,40,44
1432,23,6,40,46
1433,0,4,15,19
1434,1,5,20,25
1435,2,5,15,20
1436,3,0,2,2
1437,4,0,1,1
1438,5,0,3,3
1439,6,1,3,4
1440,7,5,10,15
1441,8,11,34,45
1442,9,15,48,63
1443,10,34,69,103
1444,11,43,116,159
1445,12,46,121,167
1446,13,60,130,190
1447,14,80,118,198
1448,15,83,122,205
1449,16,74,130,204
1450,17,60,104,164
1451,18,37,115,152
1452,19,27,62,89
1453,20,12,58,70
1454,21,12,60,72
1455,22,16,47,63
1456,23,10,34,44
1457,0,11,41,52
1458,1,12,27,39
1459,2,5,27,32
1460,3,2,9,11
1461,4,0,3,3
1462,6,1,1,2
1463,7,0,5,5
1464,8,1,8,9
1465,9,4,18,22
1466,10,4,27,31
1467,11,18,44,62
1468,12,10,69,79
1469,13,22,83,105
1470,14,12,27,39
1471,15,3,4,7
1472,16,3,8,11
1473,17,2,23,25
1474,18,0,23,23
1475,19,0,11,11
1476,20,3,8,11
1477,21,1,6,7
1478,22,0,10,10
1479,23,0,9,9
1480,0,0,4,4
1481,1,0,2,2
1482,3,0,1,1
1483,4,1,0,1
1484,5,0,1,1
1485,6,3,31,34
1486,7,3,88,91
1487,8,11,200,211
1488,9,5,129,134
1489,10,15,43,58
1490,11,19,41,60
1491,12,28,68,96
1492,13,16,54,70
1493,14,21,56,77
1494,15,32,64,96
1495,16,26,96,122
1496,17,27,206,233
1497,18,19,214,233
1498,19,11,134,145
1499,20,5,87,92
1500,21,1,53,54
1501,22,1,34,35
1502,23,0,22,22
1503,0,1,9,10
1504,1,0,4,4
1505,2,1,0,1
1506,3,5,2,7
1507,4,0,2,2
1508,5,2,8,10
1509,6,3,42,45
1510,7,9,119,128
1511,8,10,247,257
1512,9,11,140,151
1513,10,25,46,71
1514,11,26,52,78
1515,12,29,70,99
1516,13,25,73,98
1517,14,16,56,72
1518,15,35,77,112
1519,16,26,82,108
1520,17,39,209,248
1521,18,21,214,235
1522,19,9,141,150
1523,20,2,74,76
1524,21,7,68,75
1525,22,11,44,55
1526,23,3,38,41
1527,0,0,9,9
1528,1,0,4,4
1529,2,1,1,2
1530,3,1,2,3
1531,4,0,2,2
1532,5,1,7,8
1533,6,5,44,49
1534,7,18,123,141
1535,8,11,238,249
1536,9,5,136,141
1537,10,8,49,57
1538,11,15,44,59
1539,12,14,84,98
1540,13,17,82,99
1541,14,10,61,71
1542,15,15,64,79
1543,16,10,102,112
1544,17,18,176,194
1545,18,12,176,188
1546,19,11,123,134
1547,20,4,87,91
1548,21,10,52,62
1549,22,4,17,21
1550,23,1,17,18
1551,0,3,0,3
1552,1,0,2,2
1553,2,0,1,1
1554,5,1,2,3
1555,6,0,12,12
1556,7,1,36,37
1557,8,1,43,44
1558,9,1,23,24
1559,10,0,17,17
1560,11,6,5,11
1561,12,4,30,34
1562,13,1,11,12
1563,14,0,12,12
1564,15,3,11,14
1565,16,1,20,21
1566,17,2,109,111
1567,18,2,80,82
1568,19,5,51,56
1569,20,9,29,38
1570,21,1,27,28
1571,22,4,30,34
1572,23,1,26,27
1573,0,0,6,6
1574,1,0,8,8
1575,2,2,3,5
1576,3,0,2,2
1577,5,1,6,7
1578,6,1,31,32
1579,7,10,104,114
1580,8,15,244,259
1581,9,13,143,156
1582,10,18,60,78
1583,11,14,67,81
1584,12,15,96,111
1585,13,15,92,107
1586,14,25,64,89
1587,15,21,64,85
1588,16,18,95,113
1589,17,23,200,223
1590,18,19,134,153
1591,19,7,111,118
1592,20,6,70,76
1593,21,10,43,53
1594,22,11,53,64
1595,23,3,34,37
1596,0,4,30,34
1597,1,3,15,18
1598,2,0,14,14
1599,3,1,6,7
1600,4,0,1,1
1601,5,0,2,2
1602,6,2,2,4
1603,7,4,19,23
1604,8,9,44,53
1605,9,25,76,101
1606,10,21,78,99
1607,11,36,83,119
1608,12,51,107,158
1609,13,62,95,157
1610,14,70,96,166
1611,15,81,101,182
1612,16,100,144,244
1613,17,99,114,213
1614,18,54,91,145
1615,19,26,86,112
1616,20,22,64,86
1617,21,36,46,82
1618,22,7,56,63
1619,23,11,38,49
1620,0,3,35,38
1621,1,10,23,33
1622,3,6,17,23
1623,4,4,9,13
1624,5,0,3,3
1625,6,0,2,2
1626,7,2,8,10
1627,8,11,23,34
1628,9,8,36,44
1629,10,36,86,122
1630,11,88,93,181
1631,12,74,120,194
1632,13,97,124,221
1633,14,144,106,250
1634,15,149,155,304
1635,16,124,132,256
1636,17,98,143,241
1637,18,55,92,147
1638,19,28,73,101
1639,20,23,54,77
1640,21,9,49,58
1641,22,8,29,37
1642,23,5,23,28
1643,0,4,7,11
1644,1,0,1,1
1645,2,0,1,1
1646,3,0,3,3
1647,5,0,8,8
1648,6,1,27,28
1649,7,4,84,88
1650,8,24,217,241
1651,9,13,127,140
1652,10,27,57,84
1653,11,26,45,71
1654,12,40,54,94
1655,13,24,51,75
1656,14,27,52,79
1657,15,24,77,101
1658,16,27,80,107
1659,17,42,229,271
1660,18,25,210,235
1661,19,17,133,150
1662,20,23,106,129
1663,21,5,58,63
1664,22,4,43,47
1665,23,2,17,19
1666,0,7,7,14
1667,1,4,6,10
1668,2,1,2,3
1669,4,1,1,2
1670,5,0,11,11
1671,6,3,32,35
1672,7,10,109,119
1673,8,23,259,282
1674,9,10,147,157
1675,10,22,56,78
1676,11,27,51,78
1677,12,32,70,102
1678,13,23,74,97
1679,14,14,74,88
1680,15,24,66,90
1681,16,21,93,114
1682,17,22,195,217
1683,18,18,207,225
1684,19,14,138,152
1685,20,9,79,88
1686,21,2,53,55
1687,22,1,20,21
1688,23,1,17,18
1689,0,0,8,8
1690,1,1,2,3
1691,3,1,2,3
1692,4,0,1,1
1693,5,0,3,3
1694,6,1,30,31
1695,7,10,101,111
1696,8,26,227,253
1697,9,10,144,154
1698,10,19,49,68
1699,11,13,62,75
1700,12,23,65,88
1701,13,18,81,99
1702,14,33,67,100
1703,15,22,79,101
1704,16,30,121,151
1705,17,37,216,253
1706,18,26,211,237
1707,19,18,150,168
1708,20,10,111,121
1709,21,3,75,78
1710,22,11,48,59
1711,23,9,18,27
1712,0,4,19,23
1713,1,1,11,12
1714,2,3,5,8
1715,3,1,1,2
1716,4,0,3,3
1717,5,0,13,13
1718,6,4,47,51
1719,7,12,128,140
1720,8,17,282,299
1721,9,23,162,185
1722,10,9,69,78
1723,11,20,66,86
1724,12,24,81,105
1725,13,26,85,111
1726,14,32,87,119
1727,15,30,95,125
1728,16,34,108,142
1729,17,48,265,313
1730,18,50,260,310
1731,19,18,189,207
1732,20,25,112,137
1733,21,19,119,138
1734,22,17,70,87
1735,23,7,43,50
1736,0,5,24,29
1737,1,4,12,16
1738,2,5,9,14
1739,3,1,4,5
1740,5,2,8,10
1741,6,1,35,36
1742,7,11,112,123
1743,8,24,256,280
1744,9,18,192,210
1745,10,43,74,117
1746,11,55,104,159
1747,12,72,123,195
1748,13,57,118,175
1749,14,71,103,174
1750,15,62,111,173
1751,16,67,137,204
1752,17,95,237,332
1753,18,84,247,331
1754,19,58,132,190
1755,20,46,103,149
1756,21,22,91,113
1757,22,55,63,118
1758,23,26,60,86
1759,0,26,50,76
1760,1,16,35,51
1761,2,5,20,25
1762,3,1,7,8
1763,4,1,2,3
1764,5,0,2,2
1765,6,0,10,10
1766,7,4,9,13
1767,8,11,37,48
1768,9,35,41,76
1769,10,55,85,140
1770,11,90,106,196
1771,12,126,141,267
1772,13,174,127,301
1773,14,168,144,312
1774,15,170,143,313
1775,16,175,129,304
1776,17,138,140,278
1777,18,92,125,217
1778,19,38,116,154
1779,20,39,69,108
1780,21,20,73,93
1781,22,27,45,72
1782,23,13,37,50
1783,0,7,33,40
1784,1,2,22,24
1785,2,6,24,30
1786,3,1,11,12
1787,4,2,1,3
1788,5,3,6,9
1789,6,1,3,4
1790,7,5,9,14
1791,8,7,30,37
1792,9,35,43,78
1793,10,55,81,136
1794,11,92,111,203
1795,12,120,108,228
1796,13,88,115,203
1797,14,145,134,279
1798,15,172,136,308
1799,16,92,132,224
1800,17,83,143,226
1801,18,58,98,156
1802,19,21,58,79
1803,20,21,46,67
1804,21,10,39,49
1805,22,8,30,38
1806,23,13,11,24
1807,0,2,11,13
1808,1,1,6,7
1809,2,1,5,6
1810,3,0,1,1
1811,5,1,1,2
1812,6,2,30,32
1813,7,3,15,18
1814,8,3,95,98
1815,9,12,115,127
1816,10,17,45,62
1817,11,32,47,79
1818,12,25,56,81
1819,13,35,77,112
1820,14,36,65,101
1821,15,41,66,107
1822,16,29,112,141
1823,17,41,231,272
1824,18,44,232,276
1825,19,22,199,221
1826,20,16,106,122
1827,21,12,79,91
1828,22,18,60,78
1829,23,8,22,30
1830,0,4,7,11
1831,1,6,13,19
1832,2,0,1,1
1833,3,3,2,5
1834,4,0,1,1
1835,5,1,11,12
1836,6,2,58,60
1837,7,4,132,136
1838,8,24,312,336
1839,9,19,159,178
1840,10,29,95,124
1841,11,22,64,86
1842,12,35,86,121
1843,13,21,85,106
1844,14,30,71,101
1845,15,55,79,134
1846,16,40,125,165
1847,17,42,265,307
1848,18,41,271,312
1849,19,22,142,164
1850,20,19,116,135
1851,21,24,63,87
1852,22,13,57,70
1853,23,4,28,32
1854,0,3,8,11
1855,1,0,7,7
1856,2,1,1,2
1857,3,0,3,3
1858,5,0,10,10
1859,6,1,43,44
1860,7,7,111,118
1861,8,14,247,261
1862,9,8,174,182
1863,10,15,60,75
1864,11,18,53,71
1865,12,14,73,87
1866,13,14,94,108
1867,14,13,71,84
1868,15,11,74,85
1869,16,13,123,136
1870,17,28,245,273
1871,18,20,218,238
1872,19,12,147,159
1873,20,3,72,75
1874,21,0,22,22
1875,22,6,38,44
1876,23,2,24,26
1877,0,0,11,11
1878,1,0,3,3
1879,2,0,6,6
1880,3,1,0,1
1881,4,0,1,1
1882,5,1,8,9
1883,6,0,41,41
1884,7,2,106,108
1885,8,4,120,124
1886,9,3,94,97
1887,10,10,55,65
1888,11,10,61,71
1889,12,12,82,94
1890,13,11,90,101
1891,14,17,66,83
1892,15,13,77,90
1893,16,6,78,84
1894,17,12,221,233
1895,18,17,197,214
1896,19,16,122,138
1897,20,8,110,118
1898,21,11,67,78
1899,22,3,59,62
1900,23,9,24,33
1901,0,1,17,18
1902,1,0,5,5
1903,2,0,5,5
1904,3,0,2,2
1905,4,3,2,5
1906,5,0,9,9
1907,6,0,32,32
1908,7,4,100,104
1909,8,9,228,237
1910,9,16,150,166
1911,10,15,53,68
1912,11,17,58,75
1913,12,37,108,145
1914,13,34,104,138
1915,14,30,103,133
1916,15,43,79,122
1917,16,23,127,150
1918,17,23,202,225
1919,18,8,190,198
1920,19,9,126,135
1921,20,6,75,81
1922,21,11,64,75
1923,22,3,40,43
1924,23,8,31,39
1925,0,3,25,28
1926,1,3,24,27
1927,2,4,21,25
1928,3,2,7,9
1929,4,2,4,6
1930,5,0,8,8
1931,6,2,8,10
1932,7,18,23,41
1933,8,24,42,66
1934,9,32,68,100
1935,10,32,93,125
1936,11,75,93,168
1937,12,98,129,227
1938,13,94,145,239
1939,14,93,123,216
1940,15,110,109,219
1941,16,118,130,248
1942,17,102,101,203
1943,18,64,89,153
1944,19,45,93,138
1945,20,18,67,85
1946,21,15,36,51
1947,22,17,46,63
1948,23,10,31,41
1949,0,5,26,31
1950,1,3,17,20
1951,2,6,15,21
1952,3,0,14,14
1953,4,1,5,6
1954,6,0,2,2
1955,7,0,7,7
1956,8,6,8,14
1957,9,17,37,54
1958,10,27,59,86
1959,11,23,85,108
1960,12,43,120,163
1961,13,47,100,147
1962,14,61,103,164
1963,15,61,111,172
1964,16,45,98,143
1965,17,50,109,159
1966,18,32,105,137
1967,19,23,80,103
1968,20,7,50,57
1969,21,7,29,36
1970,22,5,25,30
1971,23,3,16,19
1972,0,1,11,12
1973,1,2,4,6
1974,2,0,5,5
1975,3,0,2,2
1976,5,0,8,8
1977,6,0,40,40
1978,7,6,104,110
1979,8,15,239,254
1980,9,12,109,121
1981,10,22,47,69
1982,11,18,39,57
1983,12,8,71,79
1984,13,14,69,83
1985,14,15,65,80
1986,15,19,53,72
1987,16,15,117,132
1988,17,25,227,252
1989,18,21,220,241
1990,19,17,156,173
1991,20,5,107,112
1992,21,6,55,61
1993,22,0,40,40
1994,23,1,18,19
1995,0,1,15,16
1996,1,0,4,4
1997,2,0,3,3
1998,3,2,1,3
1999,4,1,1,2
2000,5,0,8,8
2001,6,4,46,50
2002,7,5,128,133
2003,8,19,268,287
2004,9,16,156,172
2005,10,13,46,59
2006,11,18,63,81
2007,12,29,77,106
2008,13,24,80,104
2009,14,20,66,86
2010,15,22,65,87
2011,16,12,124,136
2012,17,34,265,299
2013,18,42,252,294
2014,19,20,170,190
2015,20,13,119,132
2016,21,8,75,83
2017,22,6,49,55
2018,23,8,27,35
2019,0,3,8,11
2020,1,1,9,10
2021,2,0,4,4
2022,3,0,4,4
2023,4,1,0,1
2024,5,0,7,7
2025,6,4,44,48
2026,7,8,128,136
2027,8,16,247,263
2028,9,7,147,154
2029,10,13,51,64
2030,11,26,64,90
2031,12,15,65,80
2032,13,14,84,98
2033,14,16,64,80
2034,15,14,56,70
2035,16,0,36,36
2036,17,11,105,116
2037,18,6,79,85
2038,19,5,67,72
2039,20,4,40,44
2040,21,0,27,27
2041,22,3,21,24
2042,23,1,11,12
2043,0,0,3,3
2044,1,1,4,5
2045,2,0,5,5
2046,3,0,1,1
2047,4,0,2,2
2048,5,0,8,8
2049,6,2,34,36
2050,7,5,87,92
2051,8,7,185,192
2052,9,6,126,132
2053,10,15,54,69
2054,11,6,52,58
2055,12,17,73,90
2056,13,13,55,68
2057,14,27,49,76
2058,15,4,61,65
2059,16,13,72,85
2060,17,15,153,168
2061,18,12,165,177
2062,19,12,118,130
2063,20,6,79,85
2064,21,7,53,60
2065,22,7,44,51
2066,23,4,23,27
2067,0,0,6,6
2068,1,0,4,4
2069,2,0,7,7
2070,3,0,4,4
2071,4,0,3,3
2072,5,1,11,12
2073,6,2,26,28
2074,7,4,91,95
2075,8,8,198,206
2076,9,11,162,173
2077,10,12,63,75
2078,11,17,72,89
2079,12,15,80,95
2080,13,18,92,110
2081,14,26,61,87
2082,15,30,81,111
2083,16,42,125,167
2084,17,36,245,281
2085,18,36,205,241
2086,19,16,120,136
2087,20,2,75,77
2088,21,9,84,93
2089,22,10,64,74
2090,23,12,41,53
2091,0,3,29,32
2092,1,4,28,32
2093,2,1,20,21
2094,3,1,8,9
2095,4,0,5,5
2096,5,1,4,5
2097,6,5,7,12
2098,7,2,16,18
2099,8,10,45,55
2100,9,22,65,87
2101,10,41,113,154
2102,11,72,126,198
2103,12,84,100,184
2104,13,56,81,137
2105,14,97,93,190
2106,15,72,64,136
2107,16,111,85,196
2108,17,89,95,184
2109,18,69,110,179
2110,19,71,77,148
2111,20,29,56,85
2112,21,24,53,77
2113,22,14,41,55
2114,23,20,33,53
2115,0,8,31,39
2116,1,8,26,34
2117,2,5,19,24
2118,3,3,8,11
2119,4,3,0,3
2120,5,1,4,5
2121,6,10,23,33
2122,7,13,20,33
2123,8,18,44,62
2124,9,68,74,142
2125,10,111,104,215
2126,11,139,104,243
2127,12,166,147,313
2128,13,219,148,367
2129,14,240,109,349
2130,15,174,118,292
2131,16,147,156,303
2132,17,148,126,274
2133,18,71,101,172
2134,19,51,93,144
2135,20,24,55,79
2136,21,8,37,45
2137,22,7,29,36
2138,23,9,22,31
2139,0,1,5,6
2140,1,7,4,11
2141,2,1,1,2
2142,3,1,0,1
2143,4,1,1,2
2144,5,0,7,7
2145,6,3,43,46
2146,7,7,150,157
2147,8,31,308,339
2148,9,24,134,158
2149,10,35,55,90
2150,11,58,66,124
2151,12,59,98,157
2152,13,47,92,139
2153,14,47,76,123
2154,15,47,96,143
2155,16,59,130,189
2156,17,83,283,366
2157,18,78,308,386
2158,19,51,227,278
2159,20,40,133,173
2160,21,19,76,95
2161,22,17,58,75
2162,23,18,30,48
2163,0,10,12,22
2164,1,10,5,15
2165,2,0,5,5
2166,3,1,3,4
2167,4,0,2,2
2168,5,0,5,5
2169,6,2,36,38
2170,7,10,124,134
2171,8,9,148,157
2172,9,2,44,46
2173,10,3,25,28
2174,11,1,18,19
2175,12,6,32,38
2176,13,5,51,56
2177,14,9,67,76
2178,15,6,62,68
2179,16,17,113,130
2180,17,27,246,273
2181,18,19,248,267
2182,19,12,148,160
2183,20,4,87,91
2184,21,8,81,89
2185,22,3,43,46
2186,23,3,23,26
2187,0,0,15,15
2188,1,0,2,2
2189,2,0,5,5
2190,3,0,4,4
2191,4,0,1,1
2192,5,1,12,13
2193,6,4,52,56
2194,7,3,130,133
2195,8,17,308,325
2196,9,8,157,165
2197,10,21,48,69
2198,11,23,70,93
2199,12,22,112,134
2200,13,29,83,112
2201,14,35,80,115
2202,15,34,83,117
2203,16,27,142,169
2204,17,53,303,356
2205,18,43,282,325
2206,19,36,196,232
2207,20,15,126,141
2208,21,18,84,102
2209,22,13,71,84
2210,23,11,29,40
2211,0,5,15,20
2212,1,2,11,13
2213,2,0,7,7
2214,3,0,3,3
2215,4,0,1,1
2216,5,0,6,6
2217,6,5,59,64
2218,7,8,152,160
2219,8,23,291,314
2220,9,15,155,170
2221,10,29,66,95
2222,11,36,86,122
2223,12,39,114,153
2224,13,36,99,135
2225,14,46,111,157
2226,15,27,133,160
2227,16,52,161,213
2228,17,63,280,343
2229,18,68,265,333
2230,19,34,192,226
2231,20,37,166,203
2232,21,19,89,108
2233,22,18,63,81
2234,23,9,45,54
2235,0,4,21,25
2236,1,3,6,9
2237,2,3,10,13
2238,3,0,1,1
2239,4,0,1,1
2240,5,1,8,9
2241,6,2,33,35
2242,7,4,109,113
2243,8,13,208,221
2244,9,17,168,185
2245,10,10,63,73
2246,11,19,79,98
2247,12,29,51,80
2248,13,7,35,42
2249,14,2,13,15
2250,15,1,24,25
2251,16,2,58,60
2252,17,10,138,148
2253,18,8,54,62
2254,19,1,52,53
2255,20,12,51,63
2256,21,11,43,54
2257,22,9,42,51
2258,23,4,31,35
2259,0,5,26,31
2260,1,3,17,20
2261,2,2,15,17
2262,3,3,11,14
2263,4,0,3,3
2264,5,0,5,5
2265,6,0,13,13
2266,7,8,13,21
2267,8,7,47,54
2268,9,27,71,98
2269,10,43,90,133
2270,11,51,91,142
2271,12,79,123,202
2272,13,114,108,222
2273,14,94,118,212
2274,15,85,116,201
2275,16,73,118,191
2276,17,128,129,257
2277,18,48,129,177
2278,19,47,83,130
2279,20,19,74,93
2280,21,10,65,75
2281,22,21,66,87
2282,23,12,45,57
2283,0,5,48,53
2284,1,6,31,37
2285,2,12,24,36
2286,3,5,11,16
2287,4,3,2,5
2288,5,0,4,4
2289,6,0,4,4
2290,7,3,7,10
2291,8,17,38,55
2292,9,31,50,81
2293,10,69,81,150
2294,11,93,109,202
2295,12,94,136,230
2296,13,121,142,263
2297,14,148,133,281
2298,15,156,141,297
2299,16,135,153,288
2300,17,84,152,236
2301,18,103,137,240
2302,19,47,84,131
2303,20,21,71,92
2304,21,18,77,95
2305,22,12,45,57
2306,23,5,27,32
2307,0,7,16,23
2308,1,1,3,4
2309,2,7,2,9
2310,4,0,1,1
2311,5,1,12,13
2312,6,2,59,61
2313,7,12,164,176
2314,8,28,286,314
2315,9,33,132,165
2316,10,41,55,96
2317,11,45,59,104
2318,12,37,97,134
2319,13,62,77,139
2320,14,60,85,145
2321,15,56,85,141
2322,16,73,162,235
2323,17,100,352,452
2324,18,93,290,383
2325,19,73,211,284
2326,20,44,122,166
2327,21,39,119,158
2328,22,25,66,91
2329,23,16,38,54
2330,0,11,13,24
2331,1,6,7,13
2332,2,7,7,14
2333,3,0,1,1
2334,4,4,2,6
2335,5,1,15,16
2336,6,3,55,58
2337,7,12,177,189
2338,8,15,211,226
2339,9,4,50,54
2340,10,6,34,40
2341,11,11,38,49
2342,12,9,83,92
2343,13,22,84,106
2344,14,16,28,44
2345,15,24,54,78
2346,16,19,80,99
2347,17,29,262,291
2348,18,21,203,224
2349,19,3,127,130
2350,20,9,94,103
2351,21,10,74,84
2352,22,7,47,54
2353,23,8,31,39
2354,0,3,12,15
2355,1,0,1,1
2356,2,0,2,2
2357,3,0,2,2
2358,4,1,2,3
2359,5,1,4,5
2360,6,1,33,34
2361,7,3,67,70
2362,8,6,158,164
2363,9,2,63,65
2364,10,4,42,46
2365,11,4,57,61
2366,12,12,83,95
2367,13,6,55,61
2368,14,24,82,106
2369,15,12,69,81
2370,16,23,119,142
2371,17,25,284,309
2372,18,28,293,321
2373,19,15,160,175
2374,20,7,119,126
2375,21,17,100,117
2376,22,10,89,99
2377,23,5,57,62
2378,0,3,18,21
2379,1,1,9,10
2380,2,0,3,3
2381,3,0,2,2
2382,4,1,8,9
2383,5,2,12,14
2384,6,4,66,70
2385,7,11,182,193
2386,8,21,316,337
2387,9,18,152,170
2388,10,21,68,89
2389,11,28,87,115
2390,12,35,110,145
2391,13,38,121,159
2392,14,36,101,137
2393,15,57,85,142
2394,16,49,153,202
2395,17,50,338,388
2396,18,47,290,337
2397,19,37,222,259
2398,20,22,147,169
2399,21,19,126,145
2400,22,22,82,104
2401,23,7,40,47
2402,0,6,21,27
2403,1,6,9,15
2404,2,8,10,18
2405,3,0,3,3
2406,4,0,3,3
2407,5,2,11,13
2408,6,5,42,47
2409,7,10,139,149
2410,8,21,279,300
2411,9,16,162,178
2412,10,31,91,122
2413,11,41,95,136
2414,12,45,155,200
2415,13,47,133,180
2416,14,57,106,163
2417,15,50,112,162
2418,16,70,173,243
2419,17,64,267,331
2420,18,47,216,263
2421,19,41,168,209
2422,20,26,92,118
2423,21,25,77,102
2424,22,16,64,80
2425,23,8,56,64
2426,0,7,36,43
2427,1,5,28,33
2428,2,5,19,24
2429,3,5,9,14
2430,4,1,4,5
2431,5,1,3,4
2432,6,1,9,10
2433,7,3,18,21
2434,8,7,38,45
2435,9,2,27,29
2436,10,1,21,22
2437,11,4,27,31
2438,12,6,26,32
2439,13,9,49,58
2440,14,14,49,63
2441,15,16,62,78
2442,16,6,27,33
2443,17,1,14,15
2444,18,6,32,38
2445,19,9,62,71
2446,20,4,49,53
2447,21,1,13,14
2448,22,2,22,24
2449,23,5,30,35
2450,0,4,29,33
2451,1,6,25,31
2452,2,4,25,29
2453,3,12,13,25
2454,4,2,5,7
2455,5,2,1,3
2456,6,3,5,8
2457,7,2,14,16
2458,8,7,36,43
2459,9,31,71,102
2460,10,91,120,211
2461,11,119,185,304
2462,12,167,187,354
2463,13,181,162,343
2464,14,170,191,361
2465,15,179,209,388
2466,16,161,182,343
2467,17,143,163,306
2468,18,102,175,277
2469,19,75,135,210
2470,20,44,97,141
2471,21,13,70,83
2472,22,21,49,70
2473,23,19,37,56
2474,0,15,24,39
2475,1,11,8,19
2476,2,14,2,16
2477,3,6,1,7
2478,4,2,4,6
2479,5,0,16,16
2480,6,3,51,54
2481,7,12,156,168
2482,8,20,277,297
2483,9,37,132,169
2484,10,41,68,109
2485,11,36,87,123
2486,12,60,124,184
2487,13,41,128,169
2488,14,49,95,144
2489,15,64,112,176
2490,16,40,165,205
2491,17,66,362,428
2492,18,41,321,362
2493,19,42,244,286
2494,20,29,136,165
2495,21,20,131,151
2496,22,9,81,90
2497,23,11,35,46
2498,0,2,23,25
2499,1,5,2,7
2500,2,8,5,13
2501,3,0,3,3
2502,4,1,4,5
2503,5,1,17,18
2504,6,2,63,65
2505,7,22,166,188
2506,8,20,331,351
2507,9,23,139,162
2508,10,15,60,75
2509,11,19,53,72
2510,12,19,84,103
2511,13,26,103,129
2512,14,19,88,107
2513,15,44,83,127
2514,16,30,162,192
2515,17,39,372,411
2516,18,44,377,421
2517,19,28,248,276
2518,20,20,148,168
2519,21,8,114,122
2520,22,3,109,112
2521,23,11,41,52
2522,0,4,29,33
2523,1,2,5,7
2524,2,0,2,2
2525,3,0,2,2
2526,4,5,4,9
2527,5,1,14,15
2528,6,2,62,64
2529,7,26,211,237
2530,8,22,374,396
2531,9,27,170,197
2532,10,45,86,131
2533,11,31,87,118
2534,12,28,117,145
2535,13,42,135,177
2536,14,33,115,148
2537,15,32,113,145
2538,16,54,201,255
2539,17,34,398,432
2540,18,56,385,441
2541,19,74,309,383
2542,20,31,194,225
2543,21,38,134,172
2544,22,12,105,117
2545,23,14,79,93
2546,0,11,33,44
2547,1,6,20,26
2548,2,3,10,13
2549,3,4,3,7
2550,4,2,4,6
2551,5,0,14,14
2552,6,2,73,75
2553,7,15,183,198
2554,8,19,346,365
2555,9,18,178,196
2556,10,25,73,98
2557,11,34,99,133
2558,12,49,150,199
2559,13,55,122,177
2560,14,68,160,228
2561,15,69,166,235
2562,16,66,228,294
2563,17,79,402,481
2564,18,71,381,452
2565,19,52,272,324
2566,20,28,176,204
2567,21,25,159,184
2568,22,31,106,137
2569,23,13,86,99
2570,0,3,30,33
2571,1,2,22,24
2572,2,2,7,9
2573,3,0,2,2
2574,4,1,2,3
2575,5,0,16,16
2576,6,2,47,49
2577,7,5,175,180
2578,8,15,331,346
2579,9,17,178,195
2580,10,32,104,136
2581,11,23,83,106
2582,12,19,61,80
2583,13,3,37,40
2584,14,3,33,36
2585,15,13,62,75
2586,16,4,58,62
2587,17,6,63,69
